sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,type_of_assessment,start,end,event
Male,57,Caucasian,0,c4,0,0,1,1.0,M,Risk of Recidivism,0,608,0
Male,40,African-American,0,c5,0,0,21,1.0,F,Risk of Recidivism,29,1044,0
Female,30,African-American,0,c2,0,0,1,1.0,F,Risk of Recidivism,0,1112,0
Male,21,Caucasian,0,c7,1,0,4,1.0,M,Risk of Recidivism,32,204,1
Female,39,African-American,0,c10,2,0,22,1.0,F,Risk of Recidivism,3,21,1
Male,24,African-American,0,c3,0,0,0,2.0,F,Risk of Recidivism,0,1106,0
Female,45,Caucasian,0,c1,0,0,0,0.0,M,Risk of Recidivism,1,895,0
Male,51,African-American,0,c3,0,0,3,18.0,F,Risk of Recidivism,0,935,0
Male,27,Caucasian,0,c2,0,0,0,1.0,M,Risk of Recidivism,1,1059,0
Male,32,African-American,0,c2,0,0,1,1.0,F,Risk of Recidivism,0,805,0
Male,49,Caucasian,0,c1,0,0,0,3.0,M,Risk of Recidivism,0,949,0
Male,29,African-American,0,c3,0,0,2,1.0,F,Risk of Recidivism,26,956,0
Male,30,Asian,0,c3,0,0,6,1.0,M,Risk of Recidivism,0,866,1
Male,55,African-American,0,c6,0,0,12,70.0,F,Risk of Recidivism,0,291,1
Male,30,Caucasian,0,c4,0,0,0,1.0,M,Risk of Recidivism,56,543,0
Male,56,Caucasian,0,c1,0,0,2,39.0,F,Risk of Recidivism,0,980,0
Male,33,African-American,0,c6,0,0,4,1.0,F,Risk of Recidivism,0,53,0
Male,28,African-American,0,c2,0,0,1,1.0,M,Risk of Recidivism,0,956,0
Male,29,African-American,0,c8,0,0,1,1.0,F,Risk of Recidivism,40,1106,0
Male,38,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,747,0
Male,37,Caucasian,0,c3,0,0,0,1.0,F,Risk of Recidivism,0,738,0
Male,30,Hispanic,0,c2,0,0,0,0.0,F,Risk of Recidivism,0,1132,0
Male,51,African-American,1,c9,0,1,19,1.0,F,Risk of Recidivism,12,344,0
Male,65,African-American,0,c5,0,0,7,1.0,M,Risk of Recidivism,0,607,0
Female,32,African-American,0,c1,0,0,1,1.0,M,Risk of Recidivism,0,837,0
Male,35,African-American,0,c4,0,0,1,1.0,F,Risk of Recidivism,0,1013,0
Male,57,Caucasian,0,c1,0,0,1,26.0,F,Risk of Recidivism,0,1024,0
Male,26,Caucasian,0,c3,0,0,1,1.0,F,Risk of Recidivism,0,1163,0
Female,23,Hispanic,0,c8,3,1,7,199.0,M,Risk of Recidivism,0,230,1
Female,36,African-American,2,c6,0,0,4,1.0,M,Risk of Recidivism,1,313,1
Male,35,Caucasian,0,c5,0,0,3,1.0,F,Risk of Recidivism,0,14,1
Male,33,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,480,0
Male,47,Caucasian,0,c1,0,0,0,0.0,M,Risk of Recidivism,1,1062,0
Female,53,Hispanic,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,951,0
Male,31,Other,0,c5,0,0,6,659.0,F,Risk of Recidivism,0,758,0
Female,36,African-American,0,c3,0,0,1,1.0,F,Risk of Recidivism,0,120,0
Female,25,Caucasian,0,c3,0,0,0,1.0,M,Risk of Recidivism,0,827,0
Male,52,Hispanic,0,c6,0,0,10,1.0,F,Risk of Recidivism,149,564,0
Male,23,Hispanic,0,c7,0,0,3,292.0,M,Risk of Recidivism,0,249,1
Male,34,African-American,0,c3,0,0,7,110.0,M,Risk of Recidivism,0,820,0
Male,45,African-American,1,c7,0,1,20,0.0,M,Risk of Recidivism,46,789,1
Male,42,African-American,0,c5,0,0,10,17.0,M,Risk of Recidivism,0,30,0
Male,49,African-American,0,c4,0,0,4,26.0,F,Risk of Recidivism,0,99,0
Male,40,Caucasian,0,c8,0,0,0,1.0,M,Risk of Recidivism,29,79,1
Male,23,African-American,0,c5,0,0,0,1.0,F,Risk of Recidivism,1,30,0
Male,31,Caucasian,0,c5,0,0,3,0.0,M,Risk of Recidivism,0,801,0
Female,28,African-American,0,c2,0,0,0,0.0,M,Risk of Recidivism,1,834,0
Male,45,Caucasian,0,c1,0,0,0,0.0,F,Risk of Recidivism,37,511,0
Male,39,African-American,0,c8,0,0,7,1.0,F,Risk of Recidivism,0,137,1
Male,25,Caucasian,0,c4,0,0,2,63.0,F,Risk of Recidivism,0,674,0
Male,24,African-American,0,c2,1,0,1,1.0,F,Risk of Recidivism,0,819,0
Male,46,Caucasian,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,434,0
Male,47,Caucasian,0,c1,0,0,3,1.0,F,Risk of Recidivism,1,1176,0
Male,54,Caucasian,0,c4,0,0,2,101.0,M,Risk of Recidivism,0,66,0
Female,34,Caucasian,0,c2,0,0,0,2.0,M,Risk of Recidivism,0,955,0
Male,27,Caucasian,0,c6,0,0,1,150.0,M,Risk of Recidivism,0,1172,0
Male,34,Hispanic,0,c2,0,0,3,6.0,M,Risk of Recidivism,0,139,0
Male,32,African-American,0,c5,0,0,1,115.0,F,Risk of Recidivism,0,247,0
Male,29,African-American,0,c6,0,0,0,0.0,M,Risk of Recidivism,1,1084,0
Female,55,African-American,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,1078,0
Male,26,African-American,0,c3,0,0,0,1.0,M,Risk of Recidivism,0,1133,0
Male,24,African-American,0,c7,0,0,1,0.0,F,Risk of Recidivism,0,811,0
Male,29,Caucasian,0,c2,0,0,0,0.0,M,Risk of Recidivism,1,1140,0
Male,31,Other,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,981,0
Male,26,Caucasian,1,c6,0,0,2,1.0,F,Risk of Recidivism,0,958,1
Male,54,Caucasian,0,c2,0,0,2,0.0,F,Risk of Recidivism,97,929,0
Male,33,African-American,0,c8,0,0,14,1.0,F,Risk of Recidivism,0,86,1
Male,35,African-American,0,c9,1,0,8,0.0,F,Risk of Recidivism,239,1112,1
Male,25,African-American,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,737,0
Male,25,African-American,0,c5,0,0,0,1.0,F,Risk of Recidivism,0,1150,0
Male,53,Caucasian,0,c1,0,0,0,0.0,M,Risk of Recidivism,4,879,0
Male,41,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,880,0
Male,24,Caucasian,0,c4,0,0,1,0.0,F,Risk of Recidivism,0,917,0
Male,38,Caucasian,0,c2,0,0,8,32.0,F,Risk of Recidivism,0,388,0
Male,23,Caucasian,0,c2,0,0,0,2.0,M,Risk of Recidivism,0,827,0
Male,42,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,1044,0
Male,32,Caucasian,0,c5,0,0,4,47.0,F,Risk of Recidivism,0,659,0
Male,24,Hispanic,0,c7,0,0,3,8.0,M,Risk of Recidivism,0,423,1
Female,32,African-American,0,c6,0,0,3,1.0,M,Risk of Recidivism,0,754,0
Male,40,African-American,0,c9,0,0,13,1.0,F,Risk of Recidivism,0,595,0
Male,42,Hispanic,0,c1,0,0,1,119.0,F,Risk of Recidivism,0,1058,0
Male,27,African-American,0,c3,0,0,2,1.0,F,Risk of Recidivism,0,719,0
Male,32,African-American,0,c4,0,0,1,1.0,M,Risk of Recidivism,3,139,1
Male,38,African-American,0,c7,0,0,2,66.0,M,Risk of Recidivism,0,43,0
Male,29,Caucasian,0,c2,0,0,2,1.0,F,Risk of Recidivism,3,956,0
Male,28,African-American,0,c3,0,0,7,239.0,M,Risk of Recidivism,0,403,1
Male,49,African-American,0,c1,0,0,0,0.0,M,Risk of Recidivism,0,1184,0
Male,50,Caucasian,0,c1,0,0,0,2.0,F,Risk of Recidivism,0,787,0
Female,28,Caucasian,0,c7,0,0,1,1.0,F,Risk of Recidivism,9,757,1
Male,25,African-American,0,c2,0,0,0,0.0,M,Risk of Recidivism,0,195,1
Male,25,African-American,0,c3,0,0,4,1.0,M,Risk of Recidivism,8,289,1
Male,45,Caucasian,0,c1,0,0,2,1.0,F,Risk of Recidivism,0,1131,0
Male,37,Other,0,c1,0,0,2,1.0,F,Risk of Recidivism,28,1110,0
Male,24,Hispanic,0,c2,0,0,0,1.0,M,Risk of Recidivism,1,741,0
Male,40,Caucasian,0,c1,0,0,2,1.0,M,Risk of Recidivism,1,1105,0
Male,60,Caucasian,0,c1,0,0,1,22.0,M,Risk of Recidivism,0,1185,0
Female,33,Hispanic,0,c2,0,0,0,2.0,F,Risk of Recidivism,0,1032,0
Male,31,African-American,0,c9,0,1,6,1080.0,F,Risk of Recidivism,0,1122,0
Male,53,Hispanic,0,c2,0,0,18,0.0,F,Risk of Recidivism,1,938,0
Male,55,Hispanic,0,c1,0,0,0,7.0,M,Risk of Recidivism,0,737,0
Male,36,Caucasian,0,c6,0,0,4,465.0,M,Risk of Recidivism,0,737,0
Male,30,Other,0,c9,0,0,6,1.0,F,Risk of Recidivism,17,72,1
Male,55,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,846,0
Female,23,African-American,0,c3,0,0,1,6.0,F,Risk of Recidivism,0,1123,0
Female,40,African-American,0,c10,0,0,13,133.0,F,Risk of Recidivism,0,31,1
Male,32,Caucasian,0,c1,0,0,2,0.0,F,Risk of Recidivism,1,138,0
Male,47,Caucasian,0,c2,0,0,3,1.0,F,Risk of Recidivism,12,224,0
Male,22,African-American,0,c6,1,0,1,1.0,F,Risk of Recidivism,0,966,0
Male,47,Caucasian,0,c1,0,0,2,1.0,F,Risk of Recidivism,1,771,0
Male,28,African-American,0,c8,0,0,5,2.0,F,Risk of Recidivism,34,108,0
Male,34,African-American,0,c2,0,0,4,1.0,M,Risk of Recidivism,0,779,0
Male,65,Caucasian,0,c1,0,0,0,0.0,M,Risk of Recidivism,1,21,0
Female,23,Caucasian,0,c3,0,0,0,1.0,M,Risk of Recidivism,0,1104,0
Female,44,Caucasian,0,c1,0,0,0,2.0,M,Risk of Recidivism,0,795,0
Male,21,Hispanic,1,c8,0,0,1,321.0,F,Risk of Recidivism,0,87,1
Male,24,African-American,0,c3,0,0,1,1.0,M,Risk of Recidivism,0,1165,0
Male,51,Caucasian,0,c2,0,0,1,1.0,M,Risk of Recidivism,0,852,0
Male,39,Caucasian,0,c6,0,0,6,1.0,F,Risk of Recidivism,0,927,0
Male,24,Caucasian,0,c6,0,0,1,5.0,F,Risk of Recidivism,0,850,0
Male,31,African-American,0,c10,0,2,11,1.0,F,Risk of Recidivism,0,377,1
Female,35,African-American,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,830,0
Male,30,Other,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,846,0
Male,34,Caucasian,0,c7,0,0,8,104.0,F,Risk of Recidivism,0,735,0
Female,39,African-American,0,c6,0,0,4,3.0,F,Risk of Recidivism,0,700,0
Male,29,African-American,0,c2,0,0,6,60.0,M,Risk of Recidivism,0,702,0
Male,51,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,908,0
Male,22,Caucasian,0,c7,0,1,1,4.0,F,Risk of Recidivism,236,1051,0
Male,29,Caucasian,0,c2,0,0,2,24.0,F,Risk of Recidivism,0,875,0
Male,33,Caucasian,0,c4,0,0,3,16.0,M,Risk of Recidivism,0,80,1
Male,54,Other,0,c1,0,0,0,1.0,F,Risk of Recidivism,27,1135,0
Male,30,African-American,0,c2,0,0,3,166.0,F,Risk of Recidivism,0,477,0
Male,48,African-American,0,c4,0,0,10,0.0,F,Risk of Recidivism,175,913,0
Male,23,African-American,0,c8,0,0,0,1.0,M,Risk of Recidivism,2,859,0
Male,23,Caucasian,0,c7,0,0,2,1.0,F,Risk of Recidivism,14,28,0
Male,47,Asian,0,c1,0,0,1,1.0,M,Risk of Recidivism,1,53,0
Male,21,Other,0,c4,0,0,0,1.0,F,Risk of Recidivism,1,536,0
Male,48,Caucasian,0,c1,0,0,2,1.0,F,Risk of Recidivism,0,766,0
Male,50,Caucasian,0,c3,0,0,3,1.0,F,Risk of Recidivism,13,1100,0
Male,39,Caucasian,0,c3,0,0,2,1127.0,M,Risk of Recidivism,0,844,0
Male,49,African-American,2,c3,0,0,13,1.0,F,Risk of Recidivism,0,1155,0
Male,58,Caucasian,0,c5,0,0,2,1.0,F,Risk of Recidivism,4,770,0
Male,31,African-American,0,c8,0,0,6,0.0,F,Risk of Recidivism,0,45,0
Male,23,African-American,0,c7,0,2,1,1.0,M,Risk of Recidivism,0,870,0
Male,33,Other,0,c1,0,0,0,1.0,F,Risk of Recidivism,83,499,1
Male,57,Caucasian,0,c2,0,0,6,24.0,F,Risk of Recidivism,0,919,0
Female,31,Caucasian,0,c2,0,0,0,3.0,M,Risk of Recidivism,0,837,0
Male,57,African-American,0,c6,0,0,19,1.0,F,Risk of Recidivism,2,326,0
Male,57,Caucasian,0,c5,0,0,12,1.0,M,Risk of Recidivism,3,210,0
Male,45,African-American,0,c3,0,0,11,1.0,F,Risk of Recidivism,0,838,0
Male,42,Caucasian,0,c5,0,0,0,0.0,F,Risk of Recidivism,0,838,0
Male,48,Other,0,c2,0,0,7,1.0,F,Risk of Recidivism,0,1052,0
Male,23,Caucasian,0,c4,0,0,0,1.0,F,Risk of Recidivism,0,521,0
Female,28,Caucasian,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,851,0
Male,41,African-American,0,c7,0,0,3,1453.0,F,Risk of Recidivism,0,1096,0
Male,25,African-American,0,c2,0,0,1,1.0,M,Risk of Recidivism,0,296,1
Female,34,Caucasian,0,c5,0,0,3,1.0,M,Risk of Recidivism,9,970,0
Male,27,African-American,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,840,0
Male,39,African-American,0,c4,0,0,4,0.0,F,Risk of Recidivism,40,907,0
Female,55,Caucasian,0,c4,0,0,6,192.0,F,Risk of Recidivism,0,1001,0
Male,27,African-American,0,c5,0,0,4,1.0,F,Risk of Recidivism,50,236,1
Male,26,Caucasian,0,c9,0,0,2,1.0,F,Risk of Recidivism,0,95,1
Male,33,African-American,0,c10,0,0,17,167.0,F,Risk of Recidivism,0,388,1
Male,27,Caucasian,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,954,0
Male,29,African-American,0,c2,0,0,4,1.0,F,Risk of Recidivism,0,162,0
Male,27,African-American,0,c6,0,0,7,1.0,F,Risk of Recidivism,4,951,0
Female,24,Caucasian,0,c8,0,0,0,1.0,F,Risk of Recidivism,1,440,0
Male,20,Caucasian,0,c3,0,0,0,1.0,F,Risk of Recidivism,0,933,0
Female,23,Caucasian,0,c3,0,0,0,1.0,F,Risk of Recidivism,0,537,0
Female,48,African-American,0,c1,0,0,0,0.0,M,Risk of Recidivism,0,1185,0
Female,41,Caucasian,0,c5,0,0,3,1.0,F,Risk of Recidivism,0,954,0
Female,54,Caucasian,0,c5,0,0,7,98.0,F,Risk of Recidivism,0,805,0
Female,25,African-American,0,c10,0,0,5,389.0,M,Risk of Recidivism,0,1088,0
Female,22,Caucasian,0,c3,0,0,2,1.0,F,Risk of Recidivism,0,833,0
Male,32,African-American,0,c1,0,0,7,1.0,F,Risk of Recidivism,0,739,0
Male,44,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,1,492,0
Male,28,African-American,0,c1,0,0,1,90.0,F,Risk of Recidivism,0,953,0
Male,60,African-American,0,c1,0,0,3,1.0,M,Risk of Recidivism,0,838,0
Male,49,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,1143,0
Male,32,African-American,0,c4,0,0,9,60.0,F,Risk of Recidivism,0,914,0
Male,30,African-American,0,c4,0,0,10,0.0,M,Risk of Recidivism,2,54,1
Male,52,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,1171,0
Female,27,African-American,0,c10,0,0,1,1056.0,M,Risk of Recidivism,0,769,0
Male,34,African-American,0,c10,0,0,0,1.0,F,Risk of Recidivism,1,809,0
Male,55,African-American,0,c4,0,0,5,1.0,F,Risk of Recidivism,3,29,1
Male,37,African-American,0,c6,0,0,6,552.0,M,Risk of Recidivism,0,938,0
Male,33,African-American,0,c7,0,0,0,1.0,M,Risk of Recidivism,0,1137,0
Female,27,African-American,0,c2,0,0,0,0.0,M,Risk of Recidivism,1,1066,0
Male,33,Caucasian,0,c2,0,0,0,1.0,F,Risk of Recidivism,53,1078,0
Male,26,African-American,0,c2,0,0,0,1.0,M,Risk of Recidivism,1,786,0
Male,29,African-American,0,c5,0,0,0,1.0,M,Risk of Recidivism,1,1145,0
Male,32,African-American,0,c3,0,0,1,0.0,M,Risk of Recidivism,0,1131,0
Male,37,Caucasian,0,c1,0,0,4,0.0,M,Risk of Recidivism,1,1147,0
Male,31,African-American,0,c10,0,0,15,0.0,F,Risk of Recidivism,104,477,0
Male,31,African-American,0,c4,0,0,6,0.0,F,Risk of Recidivism,41,214,0
Female,36,Caucasian,0,c3,0,0,2,1.0,F,Risk of Recidivism,1,870,0
Male,35,African-American,0,c6,0,0,4,20.0,M,Risk of Recidivism,0,852,0
Female,37,African-American,0,c1,0,0,1,11.0,F,Risk of Recidivism,0,767,0
Male,34,Caucasian,0,c2,0,0,5,43.0,M,Risk of Recidivism,5,27,1
Female,50,African-American,0,c6,0,0,12,289.0,M,Risk of Recidivism,0,316,1
Female,45,African-American,0,c1,0,0,1,4.0,F,Risk of Recidivism,0,1015,0
Male,70,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1124,0
Male,26,African-American,0,c4,0,0,2,1157.0,F,Risk of Recidivism,0,607,0
Male,23,African-American,1,c9,0,0,4,1.0,F,Risk of Recidivism,2,496,0
Male,27,Caucasian,0,c4,0,0,5,12.0,M,Risk of Recidivism,0,820,0
Male,23,African-American,0,c3,0,0,2,0.0,M,Risk of Recidivism,0,275,1
Male,26,African-American,0,c5,0,0,0,1.0,M,Risk of Recidivism,0,731,0
Female,23,Caucasian,0,c6,0,0,2,1.0,M,Risk of Recidivism,0,1121,0
Female,46,Caucasian,0,c2,0,0,1,2.0,F,Risk of Recidivism,24,1106,1
Female,27,African-American,1,c5,0,0,1,0.0,F,Risk of Recidivism,27,1059,0
Male,45,Caucasian,0,c2,0,0,7,1.0,F,Risk of Recidivism,0,1135,0
Male,42,African-American,0,c5,0,0,1,12.0,M,Risk of Recidivism,0,893,0
Male,49,Caucasian,0,c4,0,0,3,0.0,F,Risk of Recidivism,0,198,0
Male,29,Hispanic,0,c2,0,0,0,0.0,F,Risk of Recidivism,0,900,0
Female,52,Caucasian,0,c1,0,0,1,8.0,F,Risk of Recidivism,0,36,0
Male,37,Hispanic,0,c1,0,0,4,0.0,M,Risk of Recidivism,1,9,1
Male,26,African-American,0,c3,0,0,1,1.0,M,Risk of Recidivism,6,852,1
Male,47,Hispanic,0,c1,0,0,1,27.0,F,Risk of Recidivism,0,799,0
Male,25,African-American,0,c6,0,0,1,1.0,F,Risk of Recidivism,0,1176,0
Male,21,African-American,1,c10,0,0,1,1.0,F,Risk of Recidivism,5,81,1
Male,48,African-American,0,c1,0,0,0,0.0,M,Risk of Recidivism,1,1098,0
Female,40,Caucasian,0,c2,0,0,1,55.0,F,Risk of Recidivism,0,200,0
Female,24,Other,0,c3,0,0,0,1.0,F,Risk of Recidivism,0,836,0
Male,22,African-American,0,c4,0,0,0,1.0,F,Risk of Recidivism,0,308,1
Male,36,African-American,0,c8,0,0,4,1.0,M,Risk of Recidivism,0,1100,0
Male,38,Caucasian,0,c2,0,0,2,1.0,M,Risk of Recidivism,28,717,0
Male,54,Other,0,c1,0,0,2,1.0,M,Risk of Recidivism,0,892,0
Male,24,Hispanic,0,c4,0,0,1,0.0,F,Risk of Recidivism,11,1166,0
Female,44,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,369,1
Male,64,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,884,0
Female,45,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,956,0
Male,49,African-American,0,c5,0,0,1,1.0,F,Risk of Recidivism,4,904,0
Female,45,African-American,0,c7,0,0,3,6594.0,F,Risk of Recidivism,0,974,0
Male,33,Asian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,761,0
Male,44,Hispanic,0,c2,0,0,2,1.0,F,Risk of Recidivism,0,1099,0
Male,51,African-American,0,c1,0,0,3,1.0,F,Risk of Recidivism,2,934,0
Male,50,African-American,0,c1,0,0,0,0.0,F,Risk of Recidivism,1,402,0
Male,33,Caucasian,0,c2,2,0,2,22.0,M,Risk of Recidivism,0,903,0
Female,54,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,29,806,0
Male,33,Caucasian,0,c9,0,1,14,78.0,F,Risk of Recidivism,0,278,0
Male,34,Caucasian,0,c1,0,0,3,1.0,F,Risk of Recidivism,0,891,0
Male,21,African-American,0,c9,0,0,1,1.0,F,Risk of Recidivism,0,105,1
Male,33,African-American,0,c4,0,0,5,1.0,F,Risk of Recidivism,0,909,0
Male,32,African-American,0,c7,0,1,9,1.0,M,Risk of Recidivism,22,243,1
Male,45,Caucasian,0,c1,0,0,1,0.0,M,Risk of Recidivism,1,821,0
Female,29,African-American,0,c10,0,0,0,1.0,F,Risk of Recidivism,1,778,0
Male,44,African-American,0,c3,0,0,3,1.0,M,Risk of Recidivism,0,1063,0
Female,28,African-American,0,c3,0,0,0,1.0,F,Risk of Recidivism,0,793,0
Male,27,Caucasian,0,c3,0,0,1,1.0,F,Risk of Recidivism,0,821,0
Female,30,African-American,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,738,0
Male,32,African-American,0,c7,0,0,0,1.0,M,Risk of Recidivism,1,1086,0
Male,27,Caucasian,0,c4,0,0,5,1.0,F,Risk of Recidivism,0,952,0
Female,62,Other,0,c-1,0,0,1,2.0,F,Risk of Recidivism,0,921,0
Male,21,African-American,0,c5,0,0,0,1.0,F,Risk of Recidivism,1,672,0
Male,32,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,18,1089,0
Male,56,African-American,0,c1,0,0,3,28.0,M,Risk of Recidivism,0,778,0
Female,44,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1133,0
Female,25,Caucasian,0,c7,0,0,6,0.0,F,Risk of Recidivism,24,1046,0
Female,20,African-American,0,c5,0,0,0,1.0,M,Risk of Recidivism,0,934,0
Male,35,African-American,0,c5,0,0,1,4272.0,M,Risk of Recidivism,1,820,0
Male,24,African-American,0,c3,0,0,0,1.0,M,Risk of Recidivism,0,789,0
Female,40,Hispanic,0,c2,0,0,2,7.0,M,Risk of Recidivism,0,914,0
Female,21,African-American,0,c3,0,0,2,12.0,M,Risk of Recidivism,0,807,0
Male,38,African-American,0,c5,0,0,9,1.0,F,Risk of Recidivism,1,35,1
Male,36,Caucasian,0,c6,0,0,9,0.0,F,Risk of Recidivism,233,356,1
Male,32,African-American,0,c6,0,0,3,653.0,M,Risk of Recidivism,0,1133,0
Male,23,Hispanic,0,c7,0,1,2,1.0,F,Risk of Recidivism,34,1071,0
Male,23,Caucasian,0,c8,0,0,3,1.0,M,Risk of Recidivism,25,57,1
Female,68,African-American,0,c2,0,0,5,4.0,F,Risk of Recidivism,0,893,0
Female,26,Caucasian,0,c5,0,0,2,0.0,M,Risk of Recidivism,0,1074,0
Male,51,African-American,0,c4,0,0,0,1.0,F,Risk of Recidivism,0,24,1
Male,25,African-American,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,777,0
Male,51,African-American,0,c5,0,0,14,11.0,F,Risk of Recidivism,0,538,0
Male,36,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,2,800,0
Male,28,Caucasian,0,c7,0,0,5,183.0,M,Risk of Recidivism,0,851,0
Male,20,African-American,0,c3,0,0,0,5.0,F,Risk of Recidivism,0,969,0
Female,31,African-American,0,c2,0,0,0,1.0,F,Risk of Recidivism,1,933,0
Male,57,African-American,0,c1,0,0,0,0.0,M,Risk of Recidivism,1,1040,0
Male,35,Hispanic,0,c1,0,0,3,23.0,F,Risk of Recidivism,0,498,1
Male,39,Caucasian,0,c3,0,0,0,1.0,F,Risk of Recidivism,0,743,0
Male,24,African-American,0,c7,1,0,1,1.0,F,Risk of Recidivism,32,1182,0
Female,29,Hispanic,0,c4,0,0,0,1.0,F,Risk of Recidivism,0,89,1
Male,36,Caucasian,0,c5,0,0,2,1219.0,F,Risk of Recidivism,0,848,0
Male,26,African-American,0,c6,0,0,4,1.0,F,Risk of Recidivism,45,219,1
Male,60,African-American,0,c1,0,0,2,1.0,F,Risk of Recidivism,1,924,0
Male,22,Caucasian,0,c6,0,1,1,1.0,F,Risk of Recidivism,0,82,0
Male,28,African-American,0,c7,0,0,3,0.0,F,Risk of Recidivism,0,966,0
Male,28,African-American,0,c2,0,0,2,1.0,F,Risk of Recidivism,124,170,0
Male,55,Caucasian,0,c1,0,0,0,2.0,M,Risk of Recidivism,0,203,1
Male,28,Hispanic,0,c3,0,0,2,1.0,F,Risk of Recidivism,1,446,1
Female,22,Hispanic,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,780,0
Male,45,African-American,0,c1,0,0,5,233.0,F,Risk of Recidivism,0,230,0
Male,24,African-American,0,c6,0,0,1,1.0,M,Risk of Recidivism,1,431,1
Male,47,African-American,0,c2,0,0,1,1.0,F,Risk of Recidivism,49,1165,0
Male,57,Caucasian,0,c1,0,0,1,1697.0,M,Risk of Recidivism,0,948,0
Male,54,Caucasian,0,c1,0,0,6,0.0,F,Risk of Recidivism,1,1113,0
Female,42,Caucasian,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,1100,0
Male,35,Caucasian,0,c3,0,0,5,20.0,F,Risk of Recidivism,0,1106,0
Male,53,Caucasian,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,1143,0
Female,31,African-American,0,c3,0,0,2,1.0,M,Risk of Recidivism,1,763,0
Male,83,Caucasian,0,c1,0,0,4,1423.0,F,Risk of Recidivism,0,967,0
Male,46,Hispanic,0,c6,0,0,15,119.0,F,Risk of Recidivism,0,948,0
Male,23,Other,0,c10,0,0,4,1.0,F,Risk of Recidivism,1,960,0
Male,47,African-American,0,c4,0,0,9,1.0,F,Risk of Recidivism,64,861,1
Male,31,Hispanic,0,c6,0,0,4,1.0,F,Risk of Recidivism,0,998,0
Female,22,African-American,0,c9,1,0,2,1.0,F,Risk of Recidivism,2,899,0
Male,45,Hispanic,0,c1,0,0,1,22.0,M,Risk of Recidivism,0,1148,0
Female,30,African-American,0,c2,0,0,2,1.0,F,Risk of Recidivism,0,800,0
Male,36,African-American,0,c2,0,0,4,2588.0,M,Risk of Recidivism,0,869,0
Male,50,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1075,0
Female,24,Other,0,c4,0,0,2,1.0,F,Risk of Recidivism,0,94,1
Female,42,Caucasian,0,c5,0,0,3,3.0,F,Risk of Recidivism,0,574,0
Female,28,Hispanic,0,c3,0,0,2,597.0,F,Risk of Recidivism,0,998,0
Male,31,Hispanic,0,c1,0,0,0,0.0,M,Risk of Recidivism,1,1104,0
Male,25,African-American,0,c9,0,0,5,1.0,F,Risk of Recidivism,53,73,1
Male,36,African-American,0,c5,0,0,4,1.0,F,Risk of Recidivism,1,184,0
Male,28,Caucasian,0,c5,0,0,5,0.0,F,Risk of Recidivism,0,1083,0
Male,31,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,326,1
Male,23,African-American,0,c4,0,0,0,1.0,F,Risk of Recidivism,2,565,0
Male,29,Caucasian,0,c6,0,0,4,1.0,M,Risk of Recidivism,6,39,0
Male,34,African-American,0,c5,0,0,1,1.0,F,Risk of Recidivism,0,1177,0
Female,36,Hispanic,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,1090,0
Male,23,African-American,0,c8,0,2,3,1.0,F,Risk of Recidivism,0,114,1
